,기업명,기업코드,현재가,매도호가,전일대비,매수호가,등락률,전일가,거래량,시가,거래대금,고가,액면가,저가,상한가,전일상한,하한가,전일하한,PER,EPS,52주 최고,52주 최저,시가총액,상장주식수,외국인현재,자본금
514,전진바이오팜,110020,7570,7570,130,7560,-1.69,7700,8347,7660,64,7700,500,7540,10000,10100,5390,5460,-10.63,-712,17500,5730,480,6341369,163,3170
515,정다운,208140,3875,3875,70,3870,+1.84,3805,373744,3820,1429,3880,100,3730,4945,4930,2665,2660,149.04,26,4810,2080,1261,32529824,216,3252
516,제놀루션,225220,17050,17100,250,17050,+1.49,16800,164490,17000,2785,17150,500,16700,21800,21800,11800,11800,4.34,3925,53000,13200,1631,9567180,0,4783
517,제일바이오,52670,3595,3605,40,3595,+1.13,3555,1461317,3590,5324,3740,500,3525,4620,4645,2490,2505,71.90,50,11300,3125,1047,29129064,312,14564
518,제일제강,23440,3230,3230,30,3210,+0.94,3200,266993,3205,859,3265,500,3185,4160,4175,2240,2255,-44.86,-72,4090,1660,1124,34793996,158,17339
519,젬백스지오,41590,901,904,21,901,-2.28,922,613565,922,554,930,500,882,1195,1190,646,644,-33.37,-27,1135,624,758,84117318,2776,42058
520,조이시티,67000,11700,11750,750,11700,-6.02,12450,836468,12450,9985,12450,500,11700,16150,16250,8750,8750,35.67,328,33400,7900,5295,45254897,3747,23054
521,중앙디앤엠,51980,1335,1340,40,1335,-2.91,1375,359066,1390,487,1390,500,1330,1785,1760,965,950,-5.66,-236,3290,661,933,69884557,1160,35192
522,지니뮤직,43610,6240,6250,100,6240,-1.58,6340,305257,6300,1903,6370,500,6180,8240,8160,4440,4400,32.16,194,8290,3410,3626,58115438,711,29057
523,지니언스,263860,7340,7340,130,7330,-1.74,7470,39833,7470,294,7510,500,7310,9710,9580,5230,5160,15.92,461,9750,4990,693,9444600,975,4722
524,지니틱스,303030,3295,3295,70,3290,-2.08,3365,249696,3350,827,3395,100,3270,4370,4385,2360,2365,-183.06,-18,4650,2115,1178,35745668,246,3574
525,지란지교시큐리티,208350,6830,6830,40,6820,-0.58,6870,24228,6900,167,6980,500,6830,8930,9060,4810,4880,-60.44,-113,9250,4370,567,8306541,246,4153
526,지유온,111820,2470,0,0,0,0.00,2470,0,0,0,0,500,0,0,0,0,0,-17.39,-142,0,0,729,29500978,4666,14750
527,지티지웰니스,219750,4155,4170,140,4155,-3.26,4295,102093,4215,426,4275,500,4125,5580,5490,3010,2965,-3.17,-1312,12600,4020,722,17382292,429,8691
528,참좋은여행,94850,14350,14350,400,14300,-2.71,14750,265467,14850,3832,14850,500,14300,19150,18900,10350,10200,-51.07,-281,18150,4850,2009,14000000,123,7000
529,천보,278280,225700,225800,2800,225700,+1.26,222900,141501,226000,32250,232700,500,223200,289700,285700,156100,153900,74.12,3045,249800,111300,22570,10000000,869,5000
530,케이씨피드,25880,3685,3690,45,3685,-1.21,3730,827304,3730,3042,3770,500,3590,4845,4820,2615,2600,51.90,71,5170,1830,616,16715858,2072,8357
531,케이엔더블유,105330,9330,9330,70,9320,-0.74,9400,22253,9420,207,9500,500,9270,12200,12000,6580,6480,108.49,86,10700,5580,1132,12135382,106,6067
532,코데즈컴바인,47770,2770,2775,55,2770,-1.95,2825,321724,2825,895,2850,500,2750,3670,3690,1980,1990,17.87,155,3345,2200,1048,37842602,610,18921
533,코드네이처,78940,2260,2280,40,2260,-1.74,2300,121919,2295,278,2340,500,2220,2990,2990,1610,1610,-18.83,-120,2800,1180,723,32009545,138,16004
534,코리아센터,290510,8180,8180,210,8170,-2.50,8390,661308,8390,5444,8420,100,8150,10900,10900,5880,5880,36.36,225,26300,7000,6233,76200637,787,7666
535,코메론,49430,14500,14500,300,14450,-2.03,14800,81237,14800,1165,14800,500,14000,19200,19300,10400,10400,8.47,1712,22100,8080,1312,9048000,1423,4524
536,코미팜,41960,11550,11550,150,11500,-1.28,11700,285884,11700,3290,11750,100,11350,15200,15200,8200,8200,-721.88,-16,18200,9990,7413,64185876,2939,6418
537,코아시아,45970,10200,10250,50,10200,-0.49,10250,154814,10250,1581,10300,500,10150,13300,13250,7200,7150,-74.45,-137,14900,7960,2684,26314876,237,13157
538,코웰패션,33290,7270,7280,80,7270,-1.09,7350,826868,7330,6068,7440,500,7250,9550,9460,5150,5100,10.51,692,8850,5420,6434,88500234,5323,46532
539,코위버,56360,9240,9250,50,9240,+0.54,9190,50582,9230,463,9260,500,9020,11900,11750,6440,6330,13.07,707,12050,8800,905,9796800,134,4898
540,큐라클,365270,37300,37350,650,37300,+1.77,36650,7250753,38150,285817,41200,500,36300,47600,40350,25700,21750,-14.21,-2624,39600,28500,4982,13355968,87,6677
541,큐브앤컴퍼니,43090,2720,2725,5,2720,+0.18,2715,418461,2695,1135,2780,500,2645,3525,3495,1905,1885,-11.72,-232,3530,1125,886,32590313,402,16295
542,큐브엔터,182360,14150,14200,300,14150,+2.17,13850,133317,13800,1887,14450,500,13700,18000,18000,9700,9700,104.04,136,29000,3085,977,6903767,283,3451
543,크루셜텍,114120,1370,1385,40,1370,-2.84,1410,160554,1415,221,1415,1000,1355,1830,1810,990,980,-1.61,-851,3285,766,287,20961315,0,20961
544,크리스탈지노믹스,83790,7670,7680,110,7670,+1.46,7560,815067,7560,6190,7730,500,7460,9820,9640,5300,5200,-348.64,-22,22150,7190,5311,69246486,3999,34623
545,클리노믹스,352770,14750,14750,250,14700,-1.67,15000,108065,14950,1602,15250,100,14600,19500,19800,10500,10700,-12.77,-1155,26150,12000,1964,13315141,58,1331
546,키움제5호스팩,311270,2040,2040,5,2035,+0.25,2035,94590,2035,193,2040,100,2035,0,0,0,0,2040.00,1,3095,2000,73,3600000,7,360
547,테고사이언스,191420,27800,27900,900,27800,-3.14,28700,58467,28550,1642,28650,500,27750,37300,37100,20100,20000,222.40,125,37200,21800,2254,8108834,59,4054
548,테라사이언스,73640,1905,1915,10,1905,-0.52,1915,262986,1925,495,1925,100,1850,2485,2535,1345,1365,-14.22,-134,2795,1620,1355,71153467,705,7115
549,테라젠이텍스,66700,8200,8210,0,8200,0.00,8200,112962,8200,926,8290,500,8160,10650,10600,5740,5730,-27.52,-298,14550,7800,2663,32474435,514,16232
550,파멥신,208340,10800,10800,50,10750,-0.46,10850,47045,10950,508,11050,500,10650,14100,14000,7600,7600,-4.13,-2614,30000,10600,1538,14243029,0,7121
551,파수,150900,7570,7580,100,7570,-1.30,7670,24896,7670,190,7840,500,7560,9970,10050,5370,5420,-145.58,-52,9870,4205,844,11153093,293,5576
552,파인디지털,38950,7450,7460,220,7450,-2.87,7670,83838,7800,631,7800,500,7390,9970,9900,5370,5340,10.43,714,9670,4760,761,10210765,261,5105
553,팍스넷,38160,862,0,0,0,0.00,862,0,0,0,0,500,0,1120,1120,604,604,-0.49,-1766,0,0,106,12240376,636,6120
554,팬엔터테인먼트,68050,6450,6460,90,6450,-1.38,6540,196723,6600,1273,6610,500,6390,8500,8690,4580,4690,84.87,76,9900,3000,1757,27247982,464,13623
555,펌텍코리아,251970,24050,24050,250,24000,+1.05,23800,56991,24150,1352,24150,500,23300,30900,30050,16700,16250,15.44,1558,25000,14000,2982,12400000,250,6200
556,풍강,93380,5190,5210,60,5190,-1.14,5250,205897,5300,1085,5400,500,5190,6820,6790,3680,3670,12.27,423,5870,2540,513,9879313,697,4939
557,플레이디,237820,10000,10050,300,10000,-2.91,10300,58843,10400,598,10400,500,10000,13350,13300,7250,7200,76.92,130,12550,7910,1283,12827140,41,6413
558,피에스케이,319660,42450,42450,350,42400,-0.82,42800,65385,42750,2765,42750,500,42000,55600,55500,30000,29900,22.35,1899,50300,24150,6268,14765020,1440,7382
559,피에스텍,2230,5800,5810,70,5800,-1.19,5870,89428,5940,515,5940,500,5670,7630,7540,4110,4060,27.23,213,6800,3445,1141,19669243,1082,9834
560,피엔티,137400,26550,26550,150,26500,-0.56,26700,310437,26550,8265,27000,500,26350,34700,34250,18700,18450,15.28,1737,29250,14550,6038,22741198,677,11370
561,픽셀플러스,87600,8260,8270,90,8260,-1.08,8350,23625,8350,195,8350,500,8150,10850,10850,5850,5870,56.58,146,10200,4020,675,8166558,0,4083
562,핌스,347770,25800,25800,50,25700,-0.19,25850,31558,25850,804,25950,500,25150,33600,33600,18100,18100,35.10,735,28000,14150,1937,7507871,424,3753
563,핑거,163730,23250,23300,400,23250,-1.69,23650,998086,23950,23996,24800,500,23250,30700,30900,16600,16700,53.57,434,41500,18350,2148,9239014,28,4619
564,하나금융14호스팩,332710,2200,2200,10,2190,-0.45,2210,20148,2220,44,2220,100,2190,2870,2865,1550,1545,550.00,4,2875,2010,97,4410000,0,441
565,하나마이크론,67310,15700,15750,300,15700,-1.87,16000,356725,15950,5637,16100,500,15650,20800,20650,11200,11150,-51.14,-307,18300,5240,5014,31934879,1136,15967
566,한국바이오젠,318000,8990,8990,30,8960,-0.33,9020,130916,9020,1175,9130,200,8870,11700,11400,6320,6150,21.98,409,12150,6660,735,8176825,400,1635
567,한국비엔씨,256840,16200,16250,850,16200,-4.99,17050,12567353,17800,208021,18000,100,15800,22150,17050,11950,9250,-176.09,-92,17050,2770,8348,51531636,504,5153
568,한국정보인증,53300,7760,7760,60,7750,-0.77,7820,142761,7800,1112,7930,500,7750,10150,10150,5480,5490,17.64,440,11300,5870,2418,31165000,225,15582
569,한국코퍼레이션,50540,282,0,0,0,0.00,282,0,0,0,0,500,0,366,366,198,198,-5.53,-51,0,0,144,51185593,891,25592
570,한글과컴퓨터,30520,23500,23500,850,23450,-3.49,24350,444746,24250,10579,24400,500,23450,31650,31550,17050,17050,15.16,1550,27400,15900,5855,24913291,1894,13117
571,한일단조,24740,4490,4495,230,4490,-4.87,4720,3298758,4740,15146,4835,500,4425,6130,6210,3305,3350,-68.03,-66,6270,1745,1342,29891328,567,14945
572,한일화학,7770,18800,18850,550,18800,-2.84,19350,304823,19150,5793,19950,500,18450,25150,24350,13550,13150,-107.43,-175,24300,8520,660,3510000,110,1755
573,한컴MDS,86960,22800,22850,1100,22800,-4.60,23900,413165,24000,9575,24350,500,22600,31050,31500,16750,17000,67.06,340,28500,10150,2013,8828608,1141,4844
574,현진소재,53660,400,0,0,0,0.00,400,0,0,0,0,500,0,520,520,280,280,-1.42,-282,0,0,213,53201003,393,26600
575,형지I&C,11080,1450,1455,0,1450,0.00,1450,126227,1450,182,1465,500,1405,1885,1920,1015,1040,-11.33,-128,2220,1010,565,38955668,446,19477
576,휴네시온,290270,7630,7640,530,7630,-6.50,8160,596832,8170,4732,8200,500,7600,10600,10400,5720,5620,16.27,469,9970,4475,733,9607672,290,4803
577,휴맥스홀딩스,28080,5570,5600,170,5570,-2.96,5740,51303,5790,290,5820,500,5570,7460,7480,4020,4040,-3.14,-1773,7690,3020,701,12577506,95,6288
578,흥국에프엔비,189980,4390,4390,40,4385,+0.92,4350,1976524,4335,8650,4470,100,4300,5650,5940,3045,3200,27.44,160,5850,1335,1685,38387127,164,3838
579,노드메이슨,317860,8880,8750,350,8270,+4.10,8530,1,8880,0,8880,500,8880,9800,9980,7260,7380,N/A,N/A,13800,7120,334,3761258,0,1880
580,대주이엔티,114920,1230,0,0,1105,0.00,1230,0,1230,0,1230,500,1230,1410,1410,1050,1050,N/A,N/A,3995,666,43,3469500,0,1734
581,메디안디노스틱,233250,34700,34700,0,33000,0.00,34700,21,34700,1,34700,500,33500,39900,39900,29500,29500,N/A,N/A,63000,30600,606,1746534,0,1083
582,미애부,225850,283,0,0,0,0.00,283,0,0,0,0,500,0,325,325,241,241,N/A,N/A,2185,187,14,4998499,0,2499
583,바이오시네틱스,281310,11200,11450,300,11200,-2.61,11500,55507,10450,616,11750,500,10450,13200,11650,9800,8650,N/A,N/A,11650,5030,297,2650890,0,1325
584,바이오프로테크,199290,2930,0,0,0,0.00,2930,0,0,0,0,500,0,3365,3365,2495,2495,N/A,N/A,0,0,133,4526800,0,2263
585,바이옵트로,222160,8530,8530,170,8300,-1.95,8700,513,8550,4,8550,500,8230,10000,9760,7400,7220,N/A,N/A,9750,1110,544,6378066,0,3189
586,아이피몬스터,223220,638,0,0,0,0.00,638,0,0,0,0,100,0,733,733,543,543,N/A,N/A,796,130,149,23393630,413,2339
587,앙츠,267810,1650,1645,110,1405,+7.14,1540,95,1500,0,1700,500,1500,1770,1780,1310,1320,N/A,N/A,2250,1025,26,1547000,0,773
588,에이치엔에스하이텍,44990,12550,12500,50,12350,+0.40,12500,5296,12500,66,12800,500,12350,14350,14200,10650,10500,N/A,N/A,14550,5650,943,7511064,0,3755
589,이노벡스,279060,3515,3515,185,3270,+5.56,3330,27,3600,0,3600,100,3250,3825,3725,2835,2755,N/A,N/A,9350,1225,240,6833075,0,683
590,테크엔,308700,1305,1295,130,1250,+11.06,1175,31,1325,0,1325,100,1305,1350,1360,1000,1010,N/A,N/A,2200,1015,52,4000000,0,400
591,테크트랜스,258050,1800,1800,0,1625,0.00,1800,0,1800,0,1800,100,1800,2070,1955,1530,1445,N/A,N/A,2300,1100,130,7195543,0,719
592,틸론,217880,17400,17400,200,17300,-1.14,17600,2978,17000,51,19000,500,16800,20200,19550,15000,14450,N/A,N/A,20350,4590,597,3430317,0,1715
593,펨토바이오메드,327610,20900,21150,1000,20900,-4.57,21900,6613,21000,139,21900,500,20900,25150,24750,18650,18350,N/A,N/A,34100,12600,1169,5591415,7,2795
594,BGF리테일,282330,161500,162000,2000,161500,-1.22,163500,39574,162500,6408,164000,1000,161000,212500,211500,114500,114500,22.05,7323,193000,115000,27914,17283906,5587,17283
595,BNK금융지주,138930,7750,7750,50,7740,+0.65,7700,1734141,7840,13404,7840,5000,7680,10000,9970,5390,5370,4.40,1762,8370,4935,25260,325935246,125038,1629676
596,GS건설,6360,44050,44100,1000,44050,-2.22,45050,853062,44950,37853,45050,5000,43900,58500,58200,31550,31400,10.59,4159,48850,23150,37699,85581490,22469,427907
597,HDC아이콘트롤스,39570,14050,14100,150,14050,+1.08,13900,133967,13900,1897,14600,500,13800,18050,17900,9750,9700,15.89,884,16100,7910,2313,16460000,501,8230
598,KC코트렐,119650,9520,9520,180,9510,-1.86,9700,602926,9720,5738,9720,500,9380,12600,12050,6790,6510,-2.39,-3990,13450,4860,1676,17600000,150,8800
599,MH에탄올,23150,11150,11200,150,11150,-1.33,11300,63271,11300,709,11400,500,11050,14650,14550,7950,7850,8.52,1309,14150,7020,823,7378526,167,4596
600,SBS,34120,48400,48400,2100,48350,-4.16,50500,108234,50200,5305,50200,5000,48400,65600,63000,35400,33950,-34.50,-1403,52600,13900,8834,18252582,0,91262
601,SBS미디어홀딩스,101060,2235,2245,70,2235,-3.04,2305,538097,2295,1211,2295,500,2225,2995,2960,1615,1600,-6.16,-363,2675,1610,3127,139896190,3369,69948
602,SG글로벌,1380,3100,3100,30,3095,-0.96,3130,163120,3125,506,3150,500,3070,4065,3990,2195,2150,-53.45,-58,4980,1580,1394,44964143,1546,22482
603,SHD,1770,26500,26500,450,26450,+1.73,26050,11590,26050,303,26550,5000,25850,33850,34050,18250,18350,46.57,569,43350,18750,322,1214878,48,6074
604,SH에너지화학,2360,1115,1120,10,1115,-0.89,1125,521582,1120,582,1130,500,1110,1460,1460,790,790,-26.55,-42,1445,721,1239,111133730,36916,55566
605,SK,34730,268000,268500,5000,268000,-1.83,273000,174887,271500,47145,272000,200,268000,354500,355500,191500,191500,31.21,8587,360500,179500,188566,70360297,14174,15272
606,SK가스,18670,116500,117000,1000,116500,-0.85,117500,9049,117500,1057,118500,5000,115500,152500,154500,82500,83500,4.78,24389,129500,85000,10753,9230244,565,46151
607,SK텔레콤,17670,301000,301500,11500,301000,-3.68,312500,334114,312000,101729,312000,500,301000,406000,404000,219000,218000,13.86,21712,339500,213000,216901,72060143,33603,44639
608,STX중공업,71970,6760,6760,90,6750,-1.31,6850,354593,6850,2422,7010,2500,6750,8900,9060,4800,4880,-169.00,-40,13900,2110,1918,28365976,0,70914
609,YG PLUS,37270,6780,6790,50,6780,+0.74,6730,1617275,6790,10922,6850,500,6590,8740,9130,4720,4930,521.54,13,9240,3490,4301,63429410,2332,32339
610,국제약품,2720,7070,7080,90,7070,-1.26,7160,64992,7140,460,7140,1000,7060,9300,9420,5020,5080,-73.65,-96,17350,6700,1363,19276090,295,19276
611,금양,1570,5070,5070,70,5060,-1.36,5140,231977,5110,1177,5170,500,5020,6680,6640,3600,3580,-61.08,-83,7800,3625,2424,47815112,324,23907
612,금호타이어,73240,6700,6710,60,6700,-0.89,6760,537754,6680,3561,6730,5000,6580,8780,8800,4740,4740,-126.42,-53,8330,2780,19246,287260287,12162,1436301
613,넥센타이어,2350,9270,9270,0,9250,0.00,9270,146475,9190,1348,9300,500,9170,12050,12050,6490,6500,-78.56,-118,11400,5070,9054,97667877,5487,50833
614,녹십자홀딩스,5250,31500,31500,150,31450,-0.47,31650,162727,31650,5116,32100,500,31000,41100,41050,22200,22150,8.36,3768,56300,21400,14814,47028210,2223,25321
615,농심홀딩스,72710,79500,79700,800,79500,-1.00,80300,6862,80700,547,80800,5000,79300,104000,103500,56300,55900,6.09,13049,88400,71300,3687,4637790,128,23188
616,다스코,58730,6460,6470,170,6460,-2.56,6630,212047,6860,1395,7110,500,6390,8610,8710,4650,4690,-10.47,-617,7670,4260,1053,16300000,273,8450
617,대웅제약,69620,171000,171000,3000,170500,+1.79,168000,500082,171500,87502,180000,2500,168500,218000,213000,118000,115000,-179.62,-952,286500,88200,19813,11586575,611,28966
618,대한유화,6650,254500,255000,7500,254500,-2.86,262000,122601,261000,31707,266000,5000,254500,340500,347000,183500,187000,7.25,35083,405500,110000,16542,6500000,953,41000
619,더존비즈온,12510,83700,84000,1300,83700,-1.53,85000,99869,85400,8419,85600,500,83700,110500,110000,59500,59500,46.60,1796,136000,77200,25395,30340661,11786,15170
620,덕성,4830,22900,22900,1700,22850,+8.02,21200,14562024,22450,347628,25750,500,21550,27550,27300,14850,14700,76.85,298,32850,4010,3591,15680000,74,7840
621,도화엔지니어링,2150,9050,9050,60,9040,-0.66,9110,90602,9140,822,9220,500,8920,11800,11550,6380,6240,21.65,418,10250,7190,3052,33720000,707,16860
622,동방아그로,7590,8640,8640,130,8630,+1.53,8510,190779,8570,1606,8640,500,8240,11050,11050,5960,5950,14.16,610,10400,6030,1177,13617577,4118,6808
623,동서,26960,30400,30400,150,30350,-0.49,30550,80607,30100,2434,30500,500,30000,39700,39550,21400,21350,26.50,1147,44500,20750,30309,99700000,3441,49850
624,동성케미컬,102260,6070,6070,70,6060,-1.14,6140,55458,6140,336,6140,1000,6040,7980,7900,4300,4260,65.98,92,6790,3635,3016,49689728,1979,49689
625,동양,1520,2025,2025,15,2020,-0.74,2040,19092062,2035,40449,2195,500,2020,2650,2675,1430,1445,-28.93,-70,2785,1065,4833,238684063,14853,119342
626,동양생명,82640,5370,5370,70,5360,+1.32,5300,147218,5300,781,5370,5000,5270,6890,7040,3710,3800,5.05,1063,6590,2920,8665,161358585,134005,806792
627,디아이,3160,9040,9040,90,9030,-0.99,9130,279268,9160,2527,9230,500,8990,11850,12000,6400,6470,23.85,379,9550,3665,2847,31496785,2911,17248
628,디와이,13570,5730,5760,110,5730,-1.88,5840,108303,5860,624,5860,500,5720,7590,7590,4090,4090,-17.10,-335,7000,3845,1508,26319633,2883,13159
629,롯데정밀화학,4000,72500,72600,600,72500,-0.82,73100,157509,73200,11476,73700,5000,72200,95000,94300,51200,50900,9.53,7605,78100,41500,18705,25800000,5173,129000
630,롯데푸드,2270,438000,438000,6000,437500,-1.35,444000,885,446500,388,446500,5000,435500,577000,567000,311000,306000,7.03,62303,488000,287000,5296,1209055,155,6045
631,만도,204320,61500,61500,900,61300,-1.44,62400,225420,62200,13824,62300,1000,61000,81100,79300,43700,42700,62.06,991,89000,26600,28879,46957120,11159,46957
632,맥쿼리인프라,88980,12300,12300,0,12250,0.00,12300,578148,12300,7116,12350,1230,15950,15950,8650,8650,N/A,N/A,12700,10300,45780억원,3721924,57445천주,2057517,5
633,메타랩스,90370,1190,1200,10,1190,-0.83,1200,223950,1190,267,1215,500,1185,1560,1525,840,825,-3.66,-325,1530,943,778,65384313,0,32692
634,모토닉,9680,11150,11200,150,11150,-1.33,11300,20427,11250,228,11300,500,11100,14650,14600,7950,7900,25.87,431,16250,7400,3680,33000000,3581,16500
635,미래에셋맵스리츠,357250,4990,4995,20,4990,-0.40,5010,15460,5030,77,5030,499,6510,6510,3510,3510,N/A,N/A,5360,4300,1003억원,201000,10천주,20100,5
636,미원화학,134380,81400,81400,300,81200,+0.37,81100,68,81200,5,81700,1000,81200,105000,105500,56800,57000,14.26,5707,109000,50500,1790,2199268,114,2404
637,범양건영,2410,7500,7510,480,7500,-6.02,7980,2063505,8010,15724,8120,1000,7320,10350,11050,5590,5980,13.94,538,10300,3855,1862,24831982,245,24831
638,베트남개발1,96300,239,239,1,238,-0.42,240,97637,240,23,240,23,312,309,168,167,N/A,N/A,332,221,329억원,1376802,45천주,57825,5
639,삼성바이오로직스,207940,890000,891000,21000,890000,-2.31,911000,94396,913000,84569,913000,2500,889000,1184000,1177000,638000,635000,221.95,4010,948000,624000,588868,66165000,6855,165412
640,삼성에스디에스,18260,182500,183000,2500,182500,-1.35,185000,99651,184000,18253,185000,500,182000,240500,237000,129500,128000,22.44,8133,229500,155500,141214,77377800,9100,38688
641,삼성증권,16360,44250,44250,0,44200,0.00,44250,259621,44000,11467,44400,5000,43800,57500,57000,31000,30750,5.06,8751,47650,28800,39515,89300000,25231,458478
642,삼성카드,29780,35000,35050,100,35000,+0.29,34900,254439,34800,8896,35150,5000,34550,45350,45200,24450,24400,9.54,3668,35950,27650,40551,115858891,9676,614794
